"","ListingKey","ListingNumber","ListingCreationDate","CreditGrade","Term","LoanStatus","ClosedDate","BorrowerAPR","BorrowerRate","LenderYield","EstimatedEffectiveYield","EstimatedLoss","EstimatedReturn","ProsperRating..numeric.","ProsperRating..Alpha.","ProsperScore","ListingCategory..numeric.","BorrowerState","Occupation","EmploymentStatus","EmploymentStatusDuration","IsBorrowerHomeowner","CurrentlyInGroup","GroupKey","DateCreditPulled","CreditScoreRangeLower","CreditScoreRangeUpper","FirstRecordedCreditLine","CurrentCreditLines","OpenCreditLines","TotalCreditLinespast7years","OpenRevolvingAccounts","OpenRevolvingMonthlyPayment","InquiriesLast6Months","TotalInquiries","CurrentDelinquencies","AmountDelinquent","DelinquenciesLast7Years","PublicRecordsLast10Years","PublicRecordsLast12Months","RevolvingCreditBalance","BankcardUtilization","AvailableBankcardCredit","TotalTrades","TradesNeverDelinquent..percentage.","TradesOpenedLast6Months","DebtToIncomeRatio","IncomeRange","IncomeVerifiable","StatedMonthlyIncome","LoanKey","TotalProsperLoans","TotalProsperPaymentsBilled","OnTimeProsperPayments","ProsperPaymentsLessThanOneMonthLate","ProsperPaymentsOneMonthPlusLate","ProsperPrincipalBorrowed","ProsperPrincipalOutstanding","ScorexChangeAtTimeOfListing","LoanCurrentDaysDelinquent","LoanFirstDefaultedCycleNumber","LoanMonthsSinceOrigination","LoanNumber","LoanOriginalAmount","LoanOriginationDate","LoanOriginationQuarter","MemberKey","MonthlyLoanPayment","LP_CustomerPayments","LP_CustomerPrincipalPayments","LP_InterestandFees","LP_ServiceFees","LP_CollectionFees","LP_GrossPrincipalLoss","LP_NetPrincipalLoss","LP_NonPrincipalRecoverypayments","PercentFunded","Recommendations","InvestmentFromFriendsCount","InvestmentFromFriendsAmount","Investors"
"94345","92613514979668364432BA9",504694,"2011-04-30 17:33:28.530000000","",36,"Completed","2013-06-14 00:00:00",0.1716,0.1499,0.1399,0.1375,0.0595,0.078,5,"B",8,7,"WA","Other","Employed",38,"False","False","","2011-04-30 17:33:18",680,699,"1996-03-15 00:00:00",2,1,22,0,0,0,2,0,0,1,1,0,0,0,0,21,0.76,0,0.04,"$50,000-74,999","True",5000,"31FA3618985159626B08E63",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,34,49335,4000,"2011-05-16 00:00:00","Q2 2011","4AC135135667079579380D0",138.64,4884.8,4000,884.8,-59.03,0,0,0,0,1,0,0,0,79
"76107","497433643818695923C542B",20152,"2006-06-16 15:20:38.567000000","D",36,"Completed","2008-10-17 00:00:00",0.20735,0.2,0.195,NA,NA,NA,NA,"",NA,0,"UT","","",NA,"False","False","6A3B336601725506917317E","2006-06-08 12:29:10.610000000",600,619,"2001-07-26 00:00:00",NA,NA,5,4,143,1,3,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Not displayed","True",4750,"477B3364683016069997763",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,92,1817,3000,"2006-07-11 00:00:00","Q3 2006","D7553366196891000487DB7",111.49,3941.72,3000,941.72,-23.53,0,0,0,0,1,0,0,0,64
"38735","48493601622689323591167",1156639,"2014-02-11 16:58:23.563000000","",36,"Current","",0.21687,0.1795,0.1695,0.15767,0.0774,0.08027,4,"C",4,1,"IL","Professional","Employed",217,"True","False","","2014-02-11 16:58:26",660,679,"1996-05-01 00:00:00",17,16,38,13,918,1,3,0,0,2,1,0,25083,0.86,3295,34,0.94,1,0.3,"$75,000-99,999","True",7500,"23C13705172856852E10570",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,132211,10000,"2014-02-13 00:00:00","Q1 2014","5BE03706566712660BB8D11",361.27,0,0,0,0,0,0,0,0,1,0,0,0,1
"74321","F9293592477591894ECD7A2",990477,"2013-10-20 15:49:54.017000000","",60,"Current","",0.15783,0.1349,0.1249,0.11929,0.0424,0.07689,5,"B",8,1,"CO","Professional","Employed",122,"True","False","","2013-10-20 15:49:56",700,719,"1986-07-01 00:00:00",10,8,36,6,364,0,2,0,0,8,0,0,6478,0.51,6115,32,0.96,2,0.27,"$50,000-74,999","True",5000,"16CD3696298496991F2BA11",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,107093,15000,"2013-10-22 00:00:00","Q4 2013","ACA33695262689522665484",345.07,1374.7362,710.46,664.2762,-49.66,0,0,0,0,1,0,0,0,1
"105462","10E433881040683547384A4",129268,"2007-04-26 17:55:33.130000000","C",36,"Chargedoff","2008-03-31 00:00:00",0.27767,0.27,0.26,NA,NA,NA,NA,"",NA,0,"GA","Other","Self-employed",100,"True","False","","2007-04-16 11:09:01.020000000",660,679,"1989-03-01 00:00:00",9,7,34,5,445,5,22,1,88,6,0,0,20425,1.01,674,30,0.7,1,0.62,"$25,000-49,999","True",3624.333333,"A89E3387359847925A5FEDE",NA,NA,NA,NA,NA,NA,NA,NA,2291,11,82,14518,24000,"2007-05-01 00:00:00","Q2 2007","F35C3386519938714D35B12",979.81,6004.05,2253.99,3750.06,-103.26,-206.97,21782.9,21746.01,0,1,0,0,0,154
"95697","70803418135136541D2BBEB",311648,"2008-04-16 04:24:28.213000000","E",36,"Completed","2011-04-30 00:00:00",0.29994,0.2765,0.2665,NA,NA,NA,NA,"",NA,7,"CO","Student - College Junior","Self-employed",8,"False","False","","2008-04-16 04:10:04.197000000",580,599,"2005-12-12 00:00:00",4,4,9,4,140,1,3,0,0,0,0,0,4982,0.89,598,7,1,0,NA,"$0","False",0,"D30C3420207050980885DE1",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,71,30329,1515,"2008-04-30 00:00:00","Q2 2008","FDC53416775015799DE73CF",0,2288.17,1514.99,773.18,-27.42,0,0,0,0,1,0,0,0,26
"110052","EB073383196997651AD1145",107667,"2007-03-06 20:24:30.843000000","B",36,"Completed","2007-05-30 00:00:00",0.17722,0.17,0.16,NA,NA,NA,NA,"",NA,0,"","Retail Management","Full-time",96,"True","False","","2007-03-06 18:31:37.310000000",700,719,"1978-08-04 00:00:00",13,7,41,6,328,2,14,0,0,0,0,0,34616,0.98,384,39,0.97,1,0.34,"$25,000-49,999","True",3302,"B6B533846263993107E0920",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,84,8637,15000,"2007-03-19 00:00:00","Q1 2007","44593382164910504653248",534.79,15495.25,15000,495.25,-29.14,0,0,0,0,1,0,0,0,120
"111633","84F4359545369367740AF1D",1045163,"2013-12-03 09:10:40.173000000","",60,"Current","",0.16304,0.14,0.13,0.12334,0.0499,0.07344,5,"B",8,3,"MS","Nurse (RN)","Employed",40,"True","False","","2013-12-03 09:10:46",700,719,"1996-07-01 00:00:00",11,10,27,11,418,0,15,0,0,0,0,0,5303,0.24,14354,19,0.78,0,0.23,"$50,000-74,999","True",5479.166667,"F76D3701212754064F5AC1E",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,122503,20000,"2013-12-17 00:00:00","Q4 2013","ED2B370066987724288387B",465.37,923.0688,457.83,465.2388,-33.78,0,0,0,0,1,0,0,0,1
"2214","73473550250178726C340ED",601313,"2012-06-18 17:18:22.827000000","",36,"Current","",0.21434,0.1774,0.1674,0.1636,0.0649,0.0987,4,"C",4,7,"SC","Other","Other",298,"True","False","","2012-08-31 08:26:48",680,699,"1999-01-29 00:00:00",16,11,44,4,187,0,7,3,0,0,1,0,3919,0.92,300,41,0.9,4,0.23,"$50,000-74,999","True",5800,"8C2C366093899195815D7F3",1,8,8,0,0,4000,3355.42,-46,0,NA,18,73778,4000,"2012-09-05 00:00:00","Q3 2012","1D27353134396975613D6D0",144.09,2449.53,1627.73,821.8,-46.33,0,0,0,0,1,0,0,0,56
"39896","137F34997247713948AAB44",482832,"2010-11-04 14:20:15.003000000","",36,"Completed","2012-02-02 00:00:00",0.38058,0.3435,0.3335,0.1761,0.142,0.1761,2,"E",5,7,"CA","Other","Employed",27,"True","False","","2010-11-04 14:20:09",700,719,"1997-04-03 00:00:00",5,5,20,2,30,1,3,1,53148,11,1,0,1020,0.68,555,17,0.82,0,0.22,"$25,000-49,999","True",3333.333333,"6D6C3602934909715B99BBC",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,40,45304,2500,"2010-11-15 00:00:00","Q4 2010","AD5D3498653634031FC910F",112.17,3412.95,2500,912.95,-26.57,0,0,0,0,1,0,0,0,58
"99730","6AFC356063461126913FC16",656982,"2012-10-19 12:29:18.360000000","",36,"Current","",0.13697,0.1089,0.0989,0.0956,0.0299,0.0657,6,"A",7,3,"NY","Teacher","Employed",85,"True","True","52EA3425051368132B80C96","2012-10-19 12:29:15",720,739,"1998-09-23 00:00:00",12,9,43,4,265,3,8,0,0,0,0,0,14874,0.54,12251,32,1,1,0.17,"$100,000+","True",8500,"C17D36654530924518EE5AD",1,13,13,0,0,10000,8270.4,17,0,NA,17,76689,3000,"2012-10-29 00:00:00","Q4 2012","A6973496484378180CC2BB5",98.06,1568.96,1213.69,355.27,-32.64,0,0,0,0,1,0,0,0,59
"25542","FB5035993355931970AD042",1119518,"2014-01-08 13:07:37.473000000","",60,"Current","",0.15425,0.1314,0.1214,0.11567,0.0449,0.07077,5,"B",9,1,"KS","Analyst","Employed",9,"True","False","","2014-01-08 13:07:40",700,719,"2004-04-19 00:00:00",21,20,43,18,746,1,7,0,0,0,0,0,26712,0.24,81188,43,1,1,0.3,"$75,000-99,999","True",6933.333333,"14B137032469019035F5C60",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,125511,25000,"2014-01-13 00:00:00","Q1 2014","BD143588711495003B980E7",570.62,570.62,291.62,279,-21.23,0,0,0,0,1,0,0,0,365
"53592","6FAC3549865925031A8C971",601142,"2012-06-18 12:31:23.977000000","",36,"Current","",0.28851,0.2499,0.2399,0.234,0.119,0.115,3,"D",5,7,"VA","Truck Driver","Employed",1,"True","False","","2012-05-24 08:16:01",740,759,"1997-05-03 00:00:00",2,2,12,1,25,0,0,1,67,0,0,0,0,0,0,10,0.72,0,0.19,"$25,000-49,999","True",2375,"62CF365396539304226319A",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,21,68849,11000,"2012-06-28 00:00:00","Q2 2012","67C73548464272635D28ADF",437.3,8746,5091.6,3654.4,-146.23,0,0,0,0,1,0,0,0,148
"64072","D1213514548851767241282",505062,"2011-05-03 13:06:17.973000000","",60,"Current","",0.29371,0.2699,0.2599,0.2534,0.1,0.1534,3,"D",4,1,"WA","Retail Management","Full-time",215,"False","False","","2011-05-03 13:05:59",660,679,"1996-03-01 00:00:00",7,6,16,3,203,1,4,0,0,4,1,0,7467,0.98,83,14,1,1,0.24,"$25,000-49,999","True",3693.916667,"B2C2362229609724301FFD0",1,11,11,0,0,2700,2084.04,-8,0,NA,33,50103,10000,"2011-06-10 00:00:00","Q2 2011","B4023485961489453516D0A",305.29,9769.28,3685.03,6084.25,-225.42,0,0,0,0,1,0,0,0,123
"38522","60B53431423146185B4BCB7",395045,"2008-09-08 21:29:19.847000000","A",36,"Completed","2011-02-11 00:00:00",0.14843,0.1342,0.1242,NA,NA,NA,NA,"",NA,1,"CA","Professional","Full-time",83,"True","False","","2008-09-01 13:46:47.960000000",740,759,"1990-10-01 00:00:00",9,9,24,7,507,2,3,0,0,0,0,0,32575,0.73,6207,21,1,1,0.19,"$75,000-99,999","True",6565,"D3903431888277902F8B609",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,66,36804,10000,"2008-09-18 00:00:00","Q3 2008","E49C3424001998699BF4F8A",338.97,12092.66,9999.98,2092.68,-155.94,0,0,0,0,1,0,0,0,312
"3252","0DE3338016902639694921D",87244,"2007-01-21 15:53:38.010000000","D",36,"Defaulted","2008-04-01 00:00:00",0.1973,0.19,0.185,NA,NA,NA,NA,"",NA,0,"WA","Architect","Not available",NA,"True","False","","2007-01-02 21:32:42.960000000",600,619,"1982-07-01 00:00:00",NA,NA,44,17,1143,15,36,0,NA,18,0,NA,NA,NA,NA,NA,NA,NA,0.19,"Not displayed","True",16666.666667,"8D573380221783796A7F06D",NA,NA,NA,NA,NA,NA,NA,NA,740,14,85,7106,20000,"2007-02-02 00:00:00","Q1 2007","51143372496584503B5B7C7",733.12,6983.08,4006.59,2976.49,-68.21,-55.5,15993.42,15993.41,0,1,0,0,0,430
"94198","F084359188113533947E2CD",946742,"2013-10-09 17:07:11.967000000","",60,"Current","",0.15271,0.1299,0.1199,0.11477,0.0399,0.07487,6,"A",9,1,"HI","Professional","Employed",92,"False","False","","2013-10-09 17:07:14",700,719,"2003-05-23 00:00:00",8,8,36,6,258,0,2,0,0,0,0,0,12247,0.79,2838,9,1,0,0.15,"$50,000-74,999","True",5250,"99423696122878192828CBA",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,105947,20000,"2013-10-16 00:00:00","Q4 2013","C74F3694891130092D44A7B",454.96,1812.7222,960.05,852.6722,-66.2,0,0,0,0,1,0,0,0,1
"6096","9599354504768847547F8AF",584219,"2012-04-30 12:38:48.267000000","",60,"Current","",0.17849,0.1551,0.1451,0.1445,0.033,0.1115,6,"A",8,15,"NY","Other","Not employed",0,"False","False","","2012-04-30 12:38:43",780,799,"1996-08-19 00:00:00",15,12,29,5,313,0,0,0,0,0,0,0,12071,0.29,28329,26,1,0,NA,"Not employed","False",0,"66FF3650705476825C5A990",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,22,65559,15000,"2012-05-11 00:00:00","Q2 2012","4E173545473517585E3494D",360.88,7578.48,3985.87,3592.61,-231.63,0,0,0,0,1,0,0,0,37
"79087","5AD2358928500862358D8C4",905692,"2013-09-17 19:47:42.960000000","",60,"Current","",0.19988,0.176,0.166,0.15519,0.0699,0.08529,4,"C",5,1,"DC","Retail Management","Employed",18,"False","False","","2013-09-17 19:47:45",660,679,"2002-01-16 00:00:00",18,17,48,14,594,2,15,0,0,3,1,0,18707,0.69,7066,41,0.82,1,0.25,"$50,000-74,999","True",4583.333333,"3F4D3692801843385BA0B84",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,101796,15000,"2013-09-20 00:00:00","Q3 2013","88B9369416609912673D571",377.64,1880.9671,847.71,1033.2571,-59.11,0,0,0,0,1,0,0,0,1
"30649","31873524503656903C7548B",522318,"2011-08-16 12:38:46.117000000","",36,"Chargedoff","2012-06-30 00:00:00",0.35643,0.3199,0.3099,0.2957,0.147,0.1487,2,"E",4,3,"TX","Sales - Retail","Employed",44,"True","False","","2011-08-16 12:38:43",720,739,"1985-09-01 00:00:00",13,11,39,7,252,2,5,0,0,0,0,0,6458,0.31,12211,35,0.94,3,0.56,"$25,000-49,999","True",2333.333333,"5D79362819284854982D3C0",NA,NA,NA,NA,NA,NA,NA,NA,740,10,31,53028,7500,"2011-08-31 00:00:00","Q3 2011","908E3519652145841C81D37",326.62,1633.1,662.55,970.55,-30.33,0,6837.45,6837.45,0,1,0,0,0,47
"113156","D09035813066158440B8559",805964,"2013-06-12 11:33:34.927000000","",36,"Current","",0.29537,0.2566,0.2466,0.2254,0.1175,0.1079,3,"D",2,13,"MA","Other","Self-employed",31,"False","False","","2013-06-22 04:08:46",700,719,"2001-04-11 00:00:00",12,12,15,12,490,0,2,0,0,0,0,0,9437,0.71,1475,15,1,1,NA,"$75,000-99,999","False",6250,"9A693685364922525CF501A",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8,94685,4000,"2013-07-02 00:00:00","Q3 2013","491D35802905821137C211B",160.44,1280.7079,645.88,634.8279,-24.86,0,0,0,0,1,0,0,0,1
"75925","4C1B3561811760010F1C03C",668084,"2012-11-12 06:42:31.943000000","",60,"Chargedoff","2013-08-27 00:00:00",0.27462,0.2489,0.2389,0.2206,0.0925,0.1281,3,"D",6,7,"CT","Other","Employed",38,"False","False","","2012-11-12 06:42:30",720,739,"2006-07-25 00:00:00",14,13,28,10,146,2,7,0,0,16,0,0,271,0.03,7354,19,0.84,1,0.25,"$25,000-49,999","True",2583.333333,"3EE0366674552194782E47A",NA,NA,NA,NA,NA,NA,NA,NA,317,9,16,78430,13656,"2012-11-27 00:00:00","Q4 2012","B8293563381105328338D6C",399.95,1599.8,496.52,1103.28,-44.33,0,13159.63,13159.63,0,0.9104,0,0,0,154
"52109","5B923378889737598A075C6",88495,"2007-01-24 15:39:35.347000000","C",36,"Completed","2010-01-31 00:00:00",0.16701,0.149,0.139,NA,NA,NA,NA,"",NA,0,"","Other","Not available",NA,"False","True","3D4D3366260257624AB272D","2007-01-24 15:13:25.520000000",640,659,"1998-04-30 00:00:00",NA,NA,6,0,0,1,1,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.37,"Not displayed","True",250,"FBE73379721487791A8832B",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,86,7035,1000,"2007-01-31 00:00:00","Q1 2007","220E3369937951150CD95E1",34.62,1237.42,1000,237.42,-8.24,0,0,0,0,1,0,0,0,11
"92360","F8E335804495776508DAA50",794892,"2013-06-02 10:04:07.397000000","",36,"Current","",0.26528,0.2272,0.2172,0.2,0.0975,0.1025,3,"D",3,1,"OH","Clerical","Employed",133,"False","False","","2013-06-02 10:23:32",700,719,"1997-04-01 00:00:00",9,9,19,7,453,0,1,1,64,0,1,0,11825,0.64,6066,18,0.89,1,0.36,"$25,000-49,999","True",2083.333333,"99DF368400602284718BB6C",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,9,92746,4000,"2013-06-11 00:00:00","Q2 2013","A4363580712470053F52DF4",154.26,1231.5901,667.57,564.0201,-24.93,0,0,0,0,1,0,0,0,1
"76921","47333595719394196E1D6C3",1031348,"2013-11-24 16:11:07.493000000","",60,"Current","",0.21832,0.194,0.184,0.17019,0.0874,0.08279,4,"C",6,1,"OR","Truck Driver","Employed",156,"True","False","","2013-11-24 16:11:10",660,679,"2001-04-21 00:00:00",10,10,35,10,491,1,4,0,0,0,0,0,15879,0.82,3074,35,0.94,2,0.18,"$50,000-74,999","True",5000,"815F3700677583254DF6C8C",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,121222,15000,"2013-12-11 00:00:00","Q4 2013","EE9236989637325553656AA",392.42,776.8674,292.93,483.9374,-25.36,0,0,0,0,1,0,0,0,1
"98462","96203578251322336E6BEE7",780244,"2013-05-15 15:09:28.180000000","",36,"Current","",0.31032,0.2712,0.2612,0.2382,0.1275,0.1107,2,"E",2,1,"MD","Tradesman - Electrician","Employed",74,"True","False","","2013-06-24 13:40:30",740,759,"1997-11-14 00:00:00",7,5,17,5,186,3,5,0,0,0,0,0,4488,0.2,7160,16,1,1,0.16,"$50,000-74,999","True",5000,"3C5B3685924120197B97B97",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8,94341,4000,"2013-07-03 00:00:00","Q3 2013","39C735786083816078DC251",163.56,1308.48,633.53,674.95,-24.89,0,0,0,0,1,0,0,0,70
"25655","FA653502735361156B804DE",486949,"2010-12-06 12:46:00.067000000","",36,"Completed","2013-09-24 00:00:00",0.31308,0.2775,0.2675,0.1628,0.098,0.1628,3,"D",7,1,"OH","Laborer","Full-time",266,"True","False","","2010-12-06 12:45:42",640,659,"1997-07-16 00:00:00",8,7,27,3,69,1,3,0,0,3,1,0,1659,0.65,891,19,0.78,0,0.21,"$75,000-99,999","True",7416.666667,"E33936053031563195CB1AC",1,13,13,0,0,3500,2470.09,-16,0,NA,39,45916,5000,"2010-12-13 00:00:00","Q4 2010","34A33392839347199BF61FF",206.14,7409.03,5000,2409.03,-86.66,0,0,0,0,1,0,0,0,63
"70304","F5A43539381419538D16C59",562390,"2012-02-24 10:23:46.790000000","",36,"Current","",0.11766,0.0899,0.0799,0.0797,0.02,0.0597,6,"A",9,15,"IL","Engineer - Mechanical","Employed",67,"False","False","","2012-02-24 10:23:44",740,759,"2001-10-25 00:00:00",10,9,15,8,310,1,3,0,0,0,0,0,12360,0.24,28103,14,1,3,0.14,"$75,000-99,999","True",6666.666667,"723B3644997245759CA435A",1,6,6,0,0,13500,12545.96,3,0,NA,25,61428,10000,"2012-02-29 00:00:00","Q1 2012","6AD7340634282620334F45E",317.95,8225,7003.9,1221.1,-135.82,0,0,0,0,1,0,0,0,30
"2770","427F3395975703835AAE586",180526,"2007-08-02 11:34:23.313000000","C",36,"Completed","2010-06-08 00:00:00",0.17722,0.17,0.16,NA,NA,NA,NA,"",NA,0,"OH","Teacher's Aide","Full-time",12,"False","False","","2007-07-30 19:07:26.570000000",660,679,"1999-08-05 00:00:00",4,1,6,1,15,0,0,0,0,0,0,0,149,0.26,404,5,0.6,0,0.2,"$1-24,999","True",1083.333333,"7DEE3396141945126119013",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,79,17843,4000,"2007-08-08 00:00:00","Q3 2007","4A513395918201817376DFD",142.61,5107.01,3999.28,1107.73,-65.16,0,0,0,0,1,0,0,0,41
"78949","74F9359739701943256D320",1077947,"2013-12-14 20:58:35.293000000","",60,"Current","",0.24856,0.2235,0.2135,0.19571,0.1075,0.08821,3,"D",5,1,"NY","Accountant/CPA","Employed",36,"False","False","","2013-12-14 20:58:37",640,659,"1997-11-25 00:00:00",6,6,16,4,275,3,6,0,0,0,0,0,9272,0.97,272,13,0.92,1,0.15,"$75,000-99,999","True",6666.666667,"21763700971436447828F60",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,122848,14000,"2013-12-18 00:00:00","Q4 2013","282137010390840346A080E",389.46,778.92,249.77,529.15,-23.68,0,0,0,0,1,0,0,0,221
"26039","CFB433796756635438A87EA",85561,"2007-01-16 14:43:30.130000000","B",36,"Completed","2010-01-25 00:00:00",0.09537,0.0885,0.0835,NA,NA,NA,NA,"",NA,0,"","Retail Management","Not available",NA,"True","True","FE113364863511529673D04","2007-01-16 13:56:30.243000000",680,699,"1997-06-12 00:00:00",NA,NA,30,5,102,0,10,0,NA,3,0,NA,NA,NA,NA,NA,NA,NA,0.15,"Not displayed","True",5166.666667,"29B03378803364419673D52",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,86,6823,5000,"2007-01-25 00:00:00","Q1 2007","A8A533783697434054F7165",158.65,5711.09,5000,711.09,-40.17,0,0,0,0,1,0,0,0,169
"36580","A75E3549233495012CEC6C1",595291,"2012-06-01 17:35:08.330000000","",60,"Current","",0.23318,0.2085,0.1985,0.195,0.0565,0.1385,5,"B",8,1,"OH","Food Service Management","Employed",201,"True","False","","2012-06-01 17:35:04",700,719,"1998-02-03 00:00:00",7,7,16,5,149,0,2,0,0,0,1,0,3469,0.6,313,13,0.69,0,0.17,"$75,000-99,999","True",6333.333333,"984636532428602551CB822",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,21,67846,15000,"2012-06-13 00:00:00","Q2 2012","56EF35484365743940C6F7B",404.54,8090.8,3393.78,4697.02,-225.28,0,0,0,0,1,0,0,0,285
"31090","1A5B35505660414724C1681",600155,"2012-06-15 08:39:30.313000000","",36,"Completed","2014-02-18 00:00:00",0.25259,0.2148,0.2048,0.2,0.089,0.111,4,"C",7,1,"MO","Executive","Employed",86,"True","False","","2012-06-15 08:39:26",660,679,"1989-04-21 00:00:00",17,14,34,6,194,0,1,2,0,2,0,0,4353,0.02,4991,29,0.72,1,0.24,"$50,000-74,999","True",5166.666667,"9C4D3654985029123ED46A3",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,21,68741,5500,"2012-06-27 00:00:00","Q2 2012","8E5F355042812565184B8B2",208.57,7038.84,5500,1538.84,-71.65,0,0,0,0,1,0,0,0,95
"26593","BE2035451510215645F5C30",580411,"2012-04-19 08:19:23.423000000","",36,"Completed","2012-11-27 00:00:00",0.25259,0.2148,0.2048,0.2,0.089,0.111,4,"C",7,13,"MN","Realtor","Self-employed",255,"False","False","","2012-04-19 08:18:44",740,759,"1981-04-20 00:00:00",11,10,19,10,224,1,3,0,0,1,0,0,5206,0.07,48206,19,0.78,1,NA,"$50,000-74,999","False",4166.666667,"2C113648177000918E9D79B",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,23,64203,5000,"2012-04-24 00:00:00","Q2 2012","3D9B35451364261175B1C99",189.61,5583.7,5000,583.7,-27.16,0,0,0,0,1,0,0,0,66
"37022","D0BD3601247995211F252AE",1133083,"2014-01-25 20:29:41.940000000","",60,"Current","",0.13636,0.1139,0.1039,0.09989,0.0349,0.06499,6,"A",11,3,"MI","Computer Programmer","Employed",146,"True","False","","2014-01-25 20:29:44",780,799,"1998-11-10 00:00:00",5,5,19,1,110,0,8,0,0,0,0,0,5877,0.23,19123,17,1,0,0.18,"$100,000+","True",8666.666667,"148137054180972400FEA1B",3,78,78,0,0,51000,0.05,NA,0,NA,2,128990,35000,"2014-01-28 00:00:00","Q1 2014","209A3409875758882AE2C49",767.81,756.8881,429.23,327.6581,-29.73,0,0,0,0,1,0,0,0,1
"78740","34D135959739174715C90BE",1029592,"2013-12-06 08:45:42.017000000","",36,"Current","",0.30131,0.2624,0.2524,0.22987,0.1325,0.09737,2,"E",3,7,"IL","Other","Employed",57,"True","False","","2013-12-06 08:45:44",660,679,"2009-06-27 00:00:00",5,5,6,3,127,0,2,0,0,0,0,0,2571,0.93,38,6,1,1,0.3,"$1-24,999","True",1833.333333,"143C37007016274798EF803",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,121817,2000,"2013-12-16 00:00:00","Q4 2013","0B473700562331028B41097",80.84,188.5622,117.43,71.1322,-2.77,0,0,0,0,1,0,0,0,1
"3398","55763380788341175DD24E3",90419,"2007-01-29 14:34:25.057000000","E",36,"Completed","2009-05-21 00:00:00",0.24753,0.24,0.225,NA,NA,NA,NA,"",NA,0,"","Other","Not available",NA,"True","True","CD0E3364909037313F32874","2007-01-29 14:28:39.813000000",580,599,"1992-01-22 00:00:00",NA,NA,25,3,171,4,8,3,NA,11,0,NA,NA,NA,NA,NA,NA,NA,0.15,"Not displayed","True",4750,"761B3380704010967F324EC",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,85,7290,4200,"2007-02-09 00:00:00","Q1 2007","ADEE3374591925164776AF2",164.78,5710.7,4200,1510.7,-32.84,0,0,0,0,1,0,0,0,39
"38720","BA2935871576451282125DD",875707,"2013-08-20 15:52:10.007000000","",36,"Current","",0.2353,0.1979,0.1879,0.1749,0.0774,0.0975,4,"C",4,1,"TX","Professional","Employed",107,"True","False","","2013-08-21 16:12:05",660,679,"2000-05-04 00:00:00",17,16,26,14,579,1,3,0,0,0,0,0,18951,0.9,1996,25,1,3,0.27,"$50,000-74,999","True",5833.333333,"AB6E36906357166793E078F",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7,100318,15000,"2013-08-27 00:00:00","Q3 2013","AA0E358800999131492D492",555.85,3343.23,1916.97,1426.26,-60.38,0,0,0,0,1,0,0,0,71
"76247","C775359438997167308A552",1014541,"2013-11-22 18:41:40.323000000","",36,"Current","",0.17151,0.1355,0.1255,0.11932,0.0474,0.07192,5,"B",7,1,"NY","Other","Employed",49,"False","False","","2013-11-22 18:41:43",700,719,"2004-10-06 00:00:00",12,11,20,5,198,0,1,0,0,4,0,0,6767,0.77,1833,15,0.86,0,0.36,"$25,000-49,999","True",2625,"45653699005807309D886A9",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,119328,8500,"2013-12-05 00:00:00","Q4 2013","325F36985516029218C2B47",288.66,574.1645,383.88,190.2845,-14.28,0,0,0,0,1,0,0,0,1
